Event ID,Event Name,Start Date/Time,End Date/Time,Event Agency,Event Type,Event Borough,Event Location,Event Street Side,Street Closure Type,Community Board,Police Precinct
624373,CTS  Covid -19 testing for the public,02/01/2022 07:00:00 AM,02/28/2022 07:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,8 AVENUE between WEST   38 STREET and WEST   39 STREET,North,Partial Sidewalk Closure,"4, 5,","14,"
610893,CJ Art Show,05/21/2022 01:00:00 PM,05/21/2022 07:00:00 PM,Parks Department,Special Event,Bronx,Soundview Park: Amphitheater,,N/A,"9,","43,"
610661,Outdoor learning-12X458-DOE,03/08/2022 10:00:00 AM,03/08/2022 02:00:00 PM,Parks Department,Special Event,Bronx,Rock Garden Park: Rock Garden Park,,N/A,"3,","42,"
615521,Miscellaneous,06/09/2022 09:00:00 AM,06/09/2022 02:00:00 PM,Parks Department,Special Event,Manhattan,Randall's Island Park: East River Fields-Soccer-82,,N/A,"11,","25,"
623326,Party,03/19/2022 11:00:00 AM,03/19/2022 02:00:00 PM,Parks Department,Special Event,Manhattan,St. Vartan Park: Playground,,N/A,"6,","17,"
609221,Celebration,04/23/2022 02:00:00 PM,04/23/2022 04:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Cop Cot,,N/A,"64,","22,"
615353,Hockey,03/14/2022 09:00:00 AM,03/14/2022 09:30:00 PM,Parks Department,Sport - Youth,Queens,College Point Fields: Hockey-01,,N/A,"07,","109,"
606759,Soccer -Regulation,03/14/2022 11:30:00 AM,03/14/2022 02:00:00 PM,Parks Department,Sport - Adult,Manhattan,Riverside Park: 107th/108th St-Soccer-01 E,,N/A,"07,","24,"
623698,Basketball,03/06/2022 12:30:00 PM,03/06/2022 04:30:00 PM,Parks Department,Sport - Adult,Brooklyn,Park Slope Playground (PS 282): Basketball-01,,N/A,"06,","78,"
607769,Soccer -Regulation,03/14/2022 02:00:00 PM,03/14/2022 06:30:00 PM,Parks Department,Sport - Youth,Staten Island,Bloomingdale Park: Soccer-01,,N/A,"03,","123,"
623035,Baseball - 13 and Older (Little League),05/09/2022 03:00:00 PM,05/09/2022 06:00:00 PM,Parks Department,Sport - Youth,Bronx,Van Cortlandt Park: Stadium-Baseball-03,,N/A,"26,","50,"
609452,Celebration,04/06/2022 12:00:00 PM,04/06/2022 01:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Cop Cot,,N/A,"64,","22,"
625397,Miscellaneous,04/29/2022 09:00:00 AM,04/29/2022 02:00:00 PM,Parks Department,Special Event,Queens,Maurice A Fitzgerald Playground: Maurice A Fitzgerald Playground,,N/A,"9,","102,"
608622,Mobile COVID-19 Test Site,02/21/2022 08:00:00 AM,02/21/2022 06:00:00 PM,Parks Department,Special Event,Bronx,Rienzi Playground: Rienzi Playground,,N/A,"12,","47,"
620541,Miscellaneous,03/14/2022 10:00:00 AM,03/14/2022 03:00:00 PM,Parks Department,Sport - Youth,Manhattan,Vesuvio Playground: Handball-03,,N/A,"02,","1,"
557249,Mobile COVID-19 Test Site,02/21/2022 08:00:00 AM,02/21/2022 07:00:00 PM,Parks Department,Special Event,Bronx,Crotona Park: Crotona Park,,N/A,"3,","42,"
610932,Celebration,05/20/2022 03:00:00 PM,05/20/2022 05:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: The Pond Lawns,,N/A,"64,","22,"
530740,Celebration,04/02/2022 10:00:00 AM,04/02/2022 12:00:00 PM,Parks Department,Special Event,Manhattan,Isham Park: Lawns,,N/A,"12,","34,"
606558,Soccer - Non Regulation,03/06/2022 09:00:00 AM,03/06/2022 02:00:00 PM,Parks Department,Sport - Youth,Manhattan,St Catherine's Park: Soccer-01,,N/A,"08,","19,"
618655,Covid 19 testing site,02/19/2022 07:00:00 AM,02/19/2022 07:00:00 PM,Parks Department,Special Event,Brooklyn,Lt. Petrosino Park: Lt. Joseph Petrosino Park,,N/A,"11,","62,"
611844,Outdoor Learning-PS 152-DOE,03/08/2022 08:00:00 AM,03/08/2022 03:00:00 PM,Parks Department,Special Event,Bronx,Colgate Close: Colgate Close,,N/A,"9,","43,"
609794,Celebration,12/20/2022 12:00:00 PM,12/20/2022 01:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Bethesda Fountain Terrace,,N/A,"64,","22,"
625406,RRT - Covid 19 Testing and Vaccine for the Public,02/18/2022 07:00:00 AM,02/18/2022 07:00:00 PM,Street Activity Permit Office,Street Event,Bronx,GERARD AVENUE between EAST  167 STREET and EAST  168 STREET,East,Partial Sidewalk Closure,"4,","44,"
603201,Soccer - Non Regulation,03/06/2022 09:00:00 AM,03/06/2022 03:00:00 PM,Parks Department,Sport - Youth,Brooklyn,Calvert Vaux Park: Soccer-02,,N/A,"13,","60,"
612705,Lacrosse,03/04/2022 03:00:00 PM,03/04/2022 06:00:00 PM,Parks Department,Sport - Youth,Manhattan,"Randall's Island Park: Sunken Garden Fields-Soccer-91 ,Randall's Island Park: East River Fields-Soccer-83 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-73",,N/A,"11,","25,"
607874,Soccer -Regulation,02/17/2022 08:00:00 AM,02/17/2022 07:00:00 PM,Parks Department,Sport - Youth,Staten Island,Fairview Park: Multi-Purpose Play Area-01,,N/A,"3,","123,"
614160,Soccer -Regulation,02/20/2022 10:00:00 AM,02/20/2022 12:00:00 PM,Parks Department,Sport - Adult,Manhattan,East River Park: Soccer-03 Houston St & FDR,,N/A,"03,","9,"
605051,Soccer - Non Regulation,03/06/2022 01:00:00 PM,03/06/2022 06:00:00 PM,Parks Department,Sport - Youth,Queens,Murray Playground: Soccer-01,,N/A,"02,","108,"
609126,Celebration,04/24/2022 02:00:00 PM,04/24/2022 04:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Dene Lawn,,N/A,"64,","22,"
606589,Soccer - Non Regulation,03/05/2022 10:00:00 AM,03/05/2022 12:00:00 PM,Parks Department,Sport - Youth,Manhattan,Peter's Field: Soccer-01,,N/A,"06,","13,"
619578,COVID-19 Testing- Star Spangled Playground,02/27/2022 07:00:00 AM,02/27/2022 07:00:00 PM,Parks Department,Special Event,Brooklyn,Star Spangled Playground (IS 117): Star Spangled Playground,,N/A,"3,","79,"
609027,Celebration,05/07/2022 02:00:00 PM,05/07/2022 04:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Dene Lawn,,N/A,"64,","22,"
611599,Outdoor Learning-Brooklyn Heights Montessori School-Private,03/04/2022 10:00:00 AM,03/04/2022 03:00:00 PM,Parks Department,Special Event,Brooklyn,"Van Voorhees Playground: Sitting Area ,Van Voorhees Playground: Softball-01",,N/A,"06, 6,","76,"
614479,Soccer - Non Regulation,03/16/2022 08:00:00 AM,03/16/2022 10:00:00 PM,Parks Department,Sport - Adult,Brooklyn,Bush Terminal Park: Soccer-01,,N/A,"07,","72,"
608544,Soccer -Regulation,03/04/2022 04:30:00 PM,03/04/2022 07:00:00 PM,Parks Department,Sport - Youth,Manhattan,"Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Soccer-10 ,Randall's Island Park: Wards Meadow Fields-Soccer-73 ,Randall's Island Park: East River Fields-Soccer-83 ,Randall's Island Park: East River Fields-Soccer-85",,N/A,"11,","25,"
609008,Celebration,09/22/2022 01:00:00 PM,09/22/2022 03:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Ladies' Pavilion,,N/A,"64,","22,"
609238,Celebration,07/31/2022 11:00:00 AM,07/31/2022 01:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Ladies' Pavilion,,N/A,"64,","22,"
621903,Covid -19 testing for the public,02/20/2022 07:00:00 AM,02/20/2022 07:00:00 PM,Parks Department,Special Event,Staten Island,Silver Lake Park: Concert Area - Forest Ave Side,,N/A,"1,","120,"
610487,"Reservoir North Lawn Winter Closure Dec.2, 2021 - May 7, 2022",02/16/2022 12:00:00 AM,02/16/2022 11:59:00 PM,Parks Department,Special Event,Manhattan,"Central Park: North Reservoir Landscape A ,Central Park: North Reservoir Landscape B ,Central Park: North Reservoir Landscape C",,N/A,"64,","22,"
610403,"Dairy Lawn Winter Closure Nov. 29, 2021 - April 2, 2022",03/08/2022 12:00:00 AM,03/08/2022 11:59:00 PM,Parks Department,Special Event,Manhattan,Central Park: Dairy Lawn,,N/A,"64,","22,"
613526,Baseball - Adults,03/05/2022 02:30:00 PM,03/05/2022 06:00:00 PM,Parks Department,Sport - Adult,Brooklyn,Dyker Beach Park: Dyker Bay 8-Baseball-03,,N/A,"10,","68,"
607212,Soccer - Non Regulation,03/06/2022 07:00:00 AM,03/06/2022 09:00:00 AM,Parks Department,Sport - Adult,Queens,Frank Principe Park / Maurice Park: Soccer-03,,N/A,"5,","104,"
621242,Football - Youth,03/05/2022 08:00:00 AM,03/05/2022 08:00:00 PM,Parks Department,Sport - Youth,Manhattan,Wagner Playground: Soccer-01,,N/A,"11,","25,"
613463,Fido's Pupnik,05/20/2022 05:00:00 PM,05/20/2022 07:00:00 PM,Parks Department,Special Event,Brooklyn,Prospect Park: Picnic House North,,N/A,"55,","78,"
605777,Soccer -Regulation,03/05/2022 09:00:00 AM,03/05/2022 07:00:00 PM,Parks Department,Sport - Youth,Brooklyn,McCarren Park: Soccer-01,,N/A,"01,","94,"
549530,Mobile COVID-19 Test Site,02/21/2022 09:00:00 AM,02/21/2022 06:00:00 PM,Parks Department,Special Event,Brooklyn,Sunset Park: Lawn at 44th and 6th,,N/A,"7,","72,"
622921,Covid 19 testing for the public,02/20/2022 07:00:00 AM,02/20/2022 07:00:00 PM,Parks Department,Special Event,Brooklyn,Power Playground: Power Playground,,N/A,"18,","63,"
615688,Lawn Closure of Redbud Lawn,03/05/2022 12:01:00 AM,03/05/2022 12:00:00 PM,Parks Department,Special Event,Manhattan,Madison Square Park: Redbud Lawn,,N/A,"5,","13,"
615063,Celebration,02/22/2022 01:00:00 PM,02/22/2022 03:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Cop Cot,,N/A,"64,","22,"
604431,Soccer - Non Regulation,03/06/2022 09:00:00 AM,03/06/2022 02:00:00 PM,Parks Department,Sport - Youth,Queens,Frank Principe Park / Maurice Park: Soccer-03,,N/A,"5,","104,"
624580,Mobile COVID-19 Test Site,02/21/2022 09:00:00 AM,02/21/2022 07:00:00 PM,Parks Department,Special Event,Brooklyn,Seth Low Playground: Bealin Square,,N/A,"11,","62,"
605800,Football - Adults,02/24/2022 08:30:00 AM,02/24/2022 10:00:00 PM,Parks Department,Sport - Adult,Staten Island,Gen. Douglas MacArthur Park: Multi-Use Field-01,,N/A,"2,","122,"
605776,Soccer -Regulation,02/23/2022 09:00:00 AM,02/23/2022 07:00:00 PM,Parks Department,Sport - Youth,Manhattan,"Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-72 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: Wards Meadow Fields-Soccer-73 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: East River Fields-Soccer-83",,N/A,"11,","25,"
614135,Soccer - Non Regulation,02/22/2022 03:00:00 PM,02/22/2022 05:00:00 PM,Parks Department,Sport - Youth,Manhattan,Corlears Hook Park: Soccer-01,,N/A,"03,","7,"
609745,Soccer -Regulation,02/21/2022 04:00:00 PM,02/21/2022 08:00:00 PM,Parks Department,Sport - Youth,Manhattan,"Riverside Park: 107th/108th St-Soccer-01 E ,James J Walker Park: Soccer-01 ,De Witt Clinton Park: Soccer-01 ,Harlem River Park: Soccer-01",,N/A,"02, 04, 07, 11,","18, 24, 25, 6,"
622921,Covid 19 testing for the public,02/21/2022 07:00:00 AM,02/21/2022 07:00:00 PM,Parks Department,Special Event,Brooklyn,Power Playground: Power Playground,,N/A,"18,","63,"
610778,Soccer - Non Regulation,02/19/2022 03:00:00 PM,02/19/2022 04:30:00 PM,Parks Department,Sport - Adult,Manhattan,James J Walker Park: Soccer-01,,N/A,"02,","6,"
598440,Mobile COVID-19 Vaccine,02/16/2022 08:00:00 AM,02/16/2022 06:00:00 PM,Parks Department,Special Event,Brooklyn,Wingate Park: Wingate Park,,N/A,"9,","71,"
600814,Miscellaneous,02/16/2022 08:00:00 AM,02/16/2022 05:00:00 PM,Parks Department,Special Event,Bronx,Pelham Bay Park and Orchard Beach: North Picnic Area 10,,N/A,"28,","45,"
607970,Soccer - Non Regulation,02/20/2022 08:00:00 AM,02/20/2022 05:00:00 PM,Parks Department,Sport - Youth,Manhattan,Marx Brothers Playground: Soccer-01,,N/A,"11,","23,"
608737,Soccer - Non Regulation,03/12/2022 08:00:00 AM,03/12/2022 04:00:00 PM,Parks Department,Sport - Youth,Queens,"Flushing Meadows Corona Park: Soccer-02 ,Flushing Meadows Corona Park: Soccer-03 ,Flushing Meadows Corona Park: Soccer-05",,N/A,"81,","110,"
620029,Footsteps for Progress 5K,04/30/2022 09:00:00 AM,04/30/2022 12:00:00 PM,Parks Department,Special Event,Queens,Kissena Park: Around the Park,,N/A,"7,","109,"
608754,Soccer - Non Regulation,03/05/2022 08:00:00 AM,03/05/2022 03:00:00 PM,Parks Department,Sport - Youth,Queens,Big Bush Park: Soccer-01,,N/A,"02,","108,"
614669,Party,04/02/2022 12:00:00 PM,04/02/2022 06:00:00 PM,Parks Department,Special Event,Bronx,Mill Pond Park: Picnic Area No BBQ,,N/A,"4,","44,"
612160,Softball (Little league),03/06/2022 09:00:00 AM,03/06/2022 06:00:00 PM,Parks Department,Sport - Youth,Queens,Cunningham Park: Softball-21,,N/A,"08,","107,"
623393,RRT- Covid 19 testing and Vaccine for the public,02/27/2022 07:00:00 AM,02/27/2022 07:00:00 PM,Parks Department,Special Event,Brooklyn,Coffey Park: Coffey Park,,N/A,"6,","76,"
621839,Meet the Native Plants Demonstration Gardens,02/26/2022 12:00:00 AM,02/26/2022 11:00:00 PM,Parks Department,Special Event,Manhattan,Madison Square Park: Southern Fountain Circle Plaza,,N/A,"5,","13,"
610462,Cortelyou Greenmarket Sunday,03/06/2022 08:00:00 AM,03/06/2022 05:00:00 PM,Street Activity Permit Office,Farmers Market,Brooklyn,CORTELYOU ROAD between RUGBY ROAD and ARGYLE ROAD,North,Sidewalk and Curb Lane Closure,"14,","70,"
607297,Soccer - Non Regulation,03/13/2022 07:00:00 AM,03/13/2022 09:30:00 AM,Parks Department,Sport - Adult,Queens,College Point Fields: Soccer-01,,N/A,"07,","109,"
604755,Soccer - Non Regulation,03/04/2022 03:00:00 PM,03/04/2022 06:00:00 PM,Parks Department,Sport - Youth,Queens,Astoria Park: Soccer-01,,N/A,"1,","114,"
610222,Soccer - Non Regulation,03/12/2022 08:00:00 AM,03/12/2022 06:00:00 PM,Parks Department,Sport - Youth,Queens,"Frank Principe Park / Maurice Park: Soccer-03 ,Frank Principe Park / Maurice Park: Softball-01 ,Frank Principe Park / Maurice Park: Softball-02",,N/A,"5,","104,"
614088,Soccer -Regulation,03/05/2022 08:00:00 AM,03/05/2022 10:00:00 PM,Parks Department,Sport - Youth,Staten Island,Freshkills Park: Owl Hollow-Soccer-3,,N/A,"03,","123,"
613821,Soccer - Non Regulation,02/17/2022 08:00:00 AM,02/17/2022 09:00:00 AM,Parks Department,Sport - Adult,Manhattan,Frederick Douglass Playground: Soccer-01,,N/A,"07,","24,"
615238,Field Day 2022,06/03/2022 08:00:00 AM,06/03/2022 04:00:00 PM,Parks Department,Special Event,Brooklyn,Prospect Park: Picnic House North,,N/A,"55,","78,"
611899,OUTDOOR LEARNING PERMIT,03/04/2022 09:00:00 AM,03/04/2022 01:00:00 PM,Parks Department,Special Event,Manhattan,Riverside Park: Crab Apple Grove-RSP,,N/A,"7,","24,"
604754,Soccer - Non Regulation,03/11/2022 03:00:00 PM,03/11/2022 06:00:00 PM,Parks Department,Sport - Youth,Queens,Frank Principe Park / Maurice Park: Soccer-03,,N/A,"5,","104,"
603870,Soccer - Non Regulation,03/05/2022 10:00:00 AM,03/05/2022 10:00:00 PM,Parks Department,Sport - Adult,Staten Island,Freshkills Park: Owl Hollow-Soccer-4,,N/A,"03,","123,"
619157,Covid -19 testing for the public,03/04/2022 07:00:00 AM,03/04/2022 07:00:00 PM,Parks Department,Special Event,Staten Island,Brookfield Park: Blue Trail,,N/A,"2,","121,"
607664,Walker Park Afterschool,03/04/2022 03:00:00 PM,03/04/2022 06:00:00 PM,Parks Department,Special Event,Staten Island,Walker Park: Walker Park - Whole Park,,N/A,"1,","120,"
619940,Soccer -Regulation,03/07/2022 05:00:00 PM,03/07/2022 08:00:00 PM,Parks Department,Sport - Youth,Manhattan,"Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-74",,N/A,"11,","25,"
617305,Model Aircraft Flying Field,02/18/2022 08:00:00 AM,02/18/2022 08:00:00 PM,Parks Department,Special Event,Staten Island,LaTourette Park & Golf Course: Model Airplane Field,,N/A,"2,","122,"
615851,Fido coffee bark,11/05/2022 07:00:00 AM,11/05/2022 09:00:00 AM,Parks Department,Special Event,Brooklyn,Prospect Park: Picnic House South,,N/A,"55,","78,"
602786,Soccer - Non Regulation,02/24/2022 09:00:00 AM,02/24/2022 10:00:00 PM,Parks Department,Sport - Adult,Queens,Astoria Park: Soccer-01,,N/A,"1,","114,"
612641,Lacrosse,03/04/2022 02:00:00 PM,03/04/2022 09:00:00 PM,Parks Department,Sport - Youth,Manhattan,"Randall's Island Park: Soccer-10 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-83 ,Randall's Island Park: East River Fields-Soccer-84 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: Sunken Garden Fields-Soccer-90 ,Randall's Island Park: Sunken Garden Fields-Soccer-91 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fiel",,N/A,"11,","25,"
616882,Soccer - Non Regulation,03/12/2022 10:00:00 AM,03/12/2022 06:00:00 PM,Parks Department,Sport - Adult,Manhattan,"Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Sunken Garden Fields-Soccer-90 ,Randall's Island Park: East River Fields-Soccer-85",,N/A,"11,","25,"
609041,Celebration,05/01/2022 01:00:00 PM,05/01/2022 03:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Cop Cot,,N/A,"64,","22,"
607985,Soccer -Regulation,02/19/2022 08:00:00 AM,02/19/2022 06:00:00 PM,Parks Department,Sport - Youth,Manhattan,"Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-83 ,Randall's Island Park: East River Fields-Soccer-84 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: Soccer-10",,N/A,"11,","25,"
602288,Vaccine Command Center-,03/04/2022 08:00:00 AM,03/04/2022 08:00:00 PM,Parks Department,Special Event,Staten Island,Dugan Playground: Dugan Playground,,N/A,"3,","122,"
609581,2nd  3rd Grade Outdoor Learning,03/16/2022 12:00:00 PM,03/16/2022 02:00:00 PM,Parks Department,Special Event,Bronx,Hunts PointPlayground: Hunts Point Playground,,N/A,"2,","41,"
607251,Soccer - Non Regulation,03/05/2022 03:00:00 PM,03/05/2022 05:00:00 PM,Parks Department,Sport - Adult,Manhattan,Sara D. Roosevelt Park: Nike Field-Soccer-02,,N/A,"03,","5,"
584419,Mobile COVID-19 Test Site,02/21/2022 08:00:00 AM,02/21/2022 07:00:00 PM,Parks Department,Special Event,Brooklyn,St. John's Park: St. John's Park,,N/A,"8,","77,"
608830,Soccer - Non Regulation,03/16/2022 12:00:00 PM,03/16/2022 10:00:00 PM,Parks Department,Sport - Adult,Manhattan,"Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: East River Fields-Soccer-85",,N/A,"11,","25,"
607130,Soccer - Non Regulation,03/05/2022 08:00:00 AM,03/05/2022 08:00:00 PM,Parks Department,Sport - Youth,Queens,College Point Fields: Soccer-01,,N/A,"07,","109,"
605776,Soccer -Regulation,03/08/2022 09:00:00 AM,03/08/2022 07:00:00 PM,Parks Department,Sport - Youth,Manhattan,"Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-72 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: Wards Meadow Fields-Soccer-73 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: East River Fields-Soccer-83",,N/A,"11,","25,"
615026,Soccer -Regulation,03/05/2022 08:00:00 AM,03/05/2022 10:00:00 PM,Parks Department,Sport - Youth,Brooklyn,"Calvert Vaux Park: Soccer-01 ,Kaiser Park: Football-01",,N/A,"13,","60,"
617412,"Union Square Greenmarket Monday, Wednesday, Friday and Saturday",03/05/2022 08:00:00 AM,03/05/2022 07:00:00 PM,Street Activity Permit Office,Farmers Market,Manhattan,UNION SQUARE WEST between EAST   14 STREET and EAST   15 STREET,Both,Sidewalk and Curb Lane Closure,"5,","13,"
612059,Radio Control Airplanes SUAV Model Aviation,03/04/2022 08:00:00 AM,03/04/2022 05:00:00 PM,Parks Department,Special Event,Bronx,Ferry Point Park: Ferry Point Park,,N/A,"10,","45,"
602585,Soccer - Non Regulation,03/06/2022 09:00:00 AM,03/06/2022 01:00:00 PM,Parks Department,Sport - Youth,Staten Island,Bloomingdale Park: Youth Soccer-01,,N/A,"03,","123,"
606093,Soccer - Non Regulation,03/06/2022 08:00:00 AM,03/06/2022 11:30:00 AM,Parks Department,Sport - Adult,Manhattan,Chelsea Park: Soccer-01,,N/A,"04,","10,"
606674,Miscellaneous,03/04/2022 02:30:00 PM,03/04/2022 05:30:00 PM,Parks Department,Sport - Youth,Brooklyn,"Ten Eyck Playground (PS 196): Multi Purpose Play Area-01 ,Ten Eyck Playground (PS 196): Basketball-01",,N/A,"01, 1,","90,"
588964,Mobile COVID-19 Vaccine,02/23/2022 08:00:00 AM,02/23/2022 07:00:00 PM,Parks Department,Special Event,Brooklyn,100% Playground: 100% Playground,,N/A,"18,","69,"
609182,Celebration,07/23/2022 12:00:00 PM,07/23/2022 02:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Ladies' Pavilion,,N/A,"64,","22,"
609233,Celebration,06/07/2022 10:00:00 AM,06/07/2022 12:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Ladies' Pavilion,,N/A,"64,","22,"
624715,Lidl Grand Opening,02/22/2022 04:00:00 PM,02/23/2022 09:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,FREDRICK DOUGLAS BOULEVARD between WEST  118 STREET and WEST  119 STREET,West,Curb Lane Only,"10,","28,"
626140,Mobile COVID-19 Testing and Vaccine Site,03/08/2022 11:00:00 AM,03/08/2022 07:00:00 PM,Street Activity Permit Office,Street Event,Queens,SUTPHIN BOULEVARD between ARCHER AVENUE and 94 AVENUE,East,Curb Lane Only,"12,","103,"
609205,Celebration,07/03/2022 02:00:00 PM,07/03/2022 04:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Dene Lawn,,N/A,"64,","22,"
611594,Outdoor Learning,03/16/2022 08:00:00 AM,03/16/2022 02:00:00 PM,Parks Department,Special Event,Brooklyn,"Seth Low Playground: Soccer-01 ,Seth Low Playground: Multi Purpose Play Area 02",,N/A,"11,","62,"
622697,Baseball - 13 and Older (Little League),03/16/2022 11:00:00 AM,03/16/2022 02:00:00 PM,Parks Department,Sport - Youth,Manhattan,De Witt Clinton Park: Baseball-03,,N/A,"04,","18,"
611260,Model Helicopter Flying,03/16/2022 08:00:00 AM,03/16/2022 07:00:00 PM,Parks Department,Special Event,Brooklyn,Calvert Vaux Park: Hobby Field,,N/A,"13,","60,"
610412,Outdoor Learning renewal permit 599377,03/16/2022 12:30:00 PM,03/16/2022 02:30:00 PM,Parks Department,Special Event,Manhattan,Central Park: Wild West Playground Lawn,,N/A,"64,","22,"
609266,Celebration,08/07/2022 10:00:00 AM,08/07/2022 12:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Dene Lawn,,N/A,"64,","22,"
608463,Soccer - Non Regulation,03/06/2022 01:00:00 PM,03/06/2022 06:00:00 PM,Parks Department,Sport - Adult,Brooklyn,Dyker Beach Park: Dyker 14th Ave-Asphalt-Softball-07,,N/A,"10,","68,"
606865,Soccer - Non Regulation,03/05/2022 12:00:00 PM,03/05/2022 05:00:00 PM,Parks Department,Sport - Youth,Brooklyn,Bill Brown Playground: Soccer-01,,N/A,"15,","61,"
611684,Miscellaneous,03/06/2022 12:00:00 PM,03/06/2022 05:00:00 PM,Parks Department,Sport - Youth,Brooklyn,Kelly Park: Softball-01,,N/A,"15,","61,"
619578,COVID-19 Testing- Star Spangled Playground,02/20/2022 07:00:00 AM,02/20/2022 07:00:00 PM,Parks Department,Special Event,Brooklyn,Star Spangled Playground (IS 117): Star Spangled Playground,,N/A,"3,","79,"
618724,Covid 19 testing site,02/16/2022 07:00:00 AM,02/16/2022 07:00:00 PM,Parks Department,Special Event,Brooklyn,Rappaport Playground: Rappaport Playground,,N/A,"12,","66,"
626130,Mobile COVID-19 Testing and Vaccine Site,03/15/2022 11:00:00 AM,03/15/2022 07:00:00 PM,Street Activity Permit Office,Street Event,Bronx,WILLIS AVENUE between EAST  147 STREET and EAST  148 STREET,North,Curb Lane Only,"1,","40,"
604430,Soccer - Non Regulation,03/06/2022 09:00:00 AM,03/06/2022 02:00:00 PM,Parks Department,Sport - Youth,Queens,Big Bush Park: Soccer-01,,N/A,"02,","108,"
608104,Soccer - Non Regulation,03/13/2022 11:00:00 AM,03/13/2022 02:00:00 PM,Parks Department,Sport - Adult,Manhattan,Sara D. Roosevelt Park: Nike Field-Soccer-02,,N/A,"03,","5,"
609293,Miscellaneous,05/19/2022 09:00:00 AM,05/19/2022 02:00:00 PM,Parks Department,Special Event,Brooklyn,"Manhattan Beach Park: Softball-01 ,Manhattan Beach Park: Pat Parlato Playground Lawn Area ,Manhattan Beach Park: Picnic Area 01",,N/A,"15,","61,"
622508,Football - Adults,03/05/2022 03:00:00 PM,03/05/2022 06:30:00 PM,Parks Department,Sport - Adult,Manhattan,Chelsea Park: Soccer-01,,N/A,"04,","10,"
612777,Miscellaneous,05/19/2022 09:00:00 AM,05/19/2022 02:00:00 PM,Parks Department,Special Event,Brooklyn,"Manhattan Beach Park: Picnic Area 03 ,Manhattan Beach Park: Picnic Area 04 ,Manhattan Beach Park: Tennis Court Lawn Area",,N/A,"15,","61,"
608816,Soccer - Non Regulation,02/20/2022 10:00:00 AM,02/20/2022 04:00:00 PM,Parks Department,Sport - Youth,Manhattan,"Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: Wards Meadow Fields-Soccer-73 ,Randall's Island Park: Sunken Garden Fields-Soccer-91 ,Randall's Island Park: East River Fields-Soccer-84",,N/A,"11,","25,"
608900,Football - Adults,02/19/2022 10:00:00 AM,02/19/2022 02:00:00 PM,Parks Department,Sport - Adult,Manhattan,East River Park: Soccer-03 Houston St & FDR,,N/A,"03,","9,"
598440,Mobile COVID-19 Vaccine,02/27/2022 08:00:00 AM,02/27/2022 06:00:00 PM,Parks Department,Special Event,Brooklyn,Wingate Park: Wingate Park,,N/A,"9,","71,"
